code,municipa,district,regday,specneed,bilingua,occupday,tot_day,s_p_c,spec_ed,lnch_pct,tchratio,percap,totsc4,totsc8,avgsalry,pctel
39,BOYLSTON,Boylston,3905,9055.830078,0,0,4929,14.19999981,19.89999962,4.400000095,17.70000076,22.571,722,,36.03900146,0
40,BRAINTREE,Braintree,4793,7597.859863,0,0,5313,6.599999905,17.39999962,9,17.10000038,18.624,711,701,38.19800186,0.239234447
41,BREWSTER,Brewster,4312,8657.620117,0,0,5161,5.199999809,14.5,14.30000019,17.60000038,16.552,718,,36.16999817,0.74626863
43,BRIMFIELD,Brimfield,3906,7811.029785,0,0,4544,7.400000095,18.5,11.60000038,17.10000038,13.563,704,,32.7820015,0
44,BROCKTON,Brockton,4707,8705.639648,4717,5126,5449,14.80000019,14.39999962,54,19.10000038,13.455,678,661,37.08000183,1.754385948
45,BROOKFIELD,Brookfield,4537,6818.040039,0,0,4976,6.699999809,18.79999924,26,13.39999962,12.368,708,,32.16650009,0
46,BROOKLINE,Brookline,6158,12746.04004,8705,0,7386,5,20.39999962,12.60000038,15.80000019,29.044,725,730,40.18849945,2.5
48,BURLINGTON,Burlington,5690,9255.070313,0,3725,6117,6.800000191,15.30000019,5.5,13.5,20.374,716,701,36.24399948,1
49,CAMBRIDGE,Cambridge,8759,11827.69043,8466,7465,9868,,25.29999924,31.20000076,13.89999962,19.879,692,685,40.24700165,5.392157078
50,CANTON,Canton,5338,8136.850098,0,0,5948,8.699999809,18.10000038,4,16.89999962,22.035,720,700,36.34999847,0.436681211
51,CARLISLE,Carlisle,4832,11449.4502,0,0,5912,,13.89999962,0.400000006,16,36.387,739,747,42.59600067,0
52,CARVER,Carver,4239,6270.069824,295140,0,4757,9.899999619,20.70000076,13.89999962,17.60000038,14.122,699,684,35.82300186,0
55,CHATHAM,Chatham,6902,14225.69043,0,0,8162,4.699999809,11.5,10.30000019,12,18.471,695,704,37.78749847,5.263157845
56,CHELMSFORD,Chelmsford,4586,7666.700195,0,0,5034,7,14.60000038,3.5,17.20000076,21.814,715,710,36.96500015,0.221729487
57,CHELSEA,Chelsea,4411,11056.82031,4803,0,5257,6.900000095,11.39999962,65.80000305,21,11.559,672,652,34.66999817,9.66183567
61,CHICOPEE,Chicopee,4521,15740.58008,7702,4805,5357,8.800000191,18.60000038,39.40000153,17.10000038,13.525,684,667,33.67950058,2.398524046
63,CLARKSBURG,Clarksburg,4447,8810.639648,0,0,5290,5.300000191,17,18.10000038,13.69999981,13.139,715,698,32.86700058,0
64,CLINTON,Clinton,4415,7125.609863,7404,0,5026,2.599999905,18.70000076,32.09999847,18.5,15.328,707,694,33.98149872,0.704225361
65,COHASSET,Cohasset,5548,10008.91016,0,0,6174,6.900000095,17.10000038,3.799999952,15.69999981,31.166,724,718,37.5530014,0
67,CONCORD,Concord,5608,12543.66016,0,0,6595,7.300000191,11.5,3,17,31.655,731,743,41.61299896,0.446428567
68,CONWAY,Conway,3337,7649.930176,0,0,4318,7.5,18.70000076,9.399999619,16.60000038,16.714,735,,32.40299988,0
71,DANVERS,Danvers,5066,8922.919922,0,0,5824,8.899999619,14.89999962,7.400000095,16.89999962,18.776,709,701,36.98350143,0.340136051
72,DARTMOUTH,Dartmouth,4177,7368.060059,0,0,4709,6.599999905,13.60000038,11.60000038,17.60000038,15.389,707,688,34.79050064,0.632911384
73,DEDHAM,Dedham,5457,7780.950195,0,0,6132,5.400000095,16.5,7.699999809,16.60000038,19.045,712,697,39.08250046,1.25
74,DEERFIELD,Deerfield,3687,9624.150391,0,0,4677,7.800000191,14,9,16.89999962,17.526,708,,32.40299988,0
77,DOUGLAS,Douglas,3979,6555.879883,0,0,4552,8.5,13.89999962,7.900000095,16.10000038,14.66,710,696,34.15999985,0
78,DOVER,Dover,5455,9875.330078,0,0,6197,6.099999905,17.70000076,1.299999952,17.70000076,40.288,733,,41.14400101,0
79,DRACUT,Dracut,4312,7423.569824,0,0,4738,7,16.70000076,12.30000019,17.60000038,16.508,704,682,35.23699951,1.18694365
82,DUXBURY,Duxbury,5087,7887.680176,0,0,5555,,15.10000038,1.200000048,18,24.77,724,719,36.40599823,0
83,EAST BRIDGEWATER,East Bridgewater,3744,8568.469727,0,0,4480,8.399999619,12.30000019,7.300000191,19.29999924,15.056,694,698,38.01399994,0
87,EAST LONGMEADOW,East Longmeadow,4122,7546.540039,0,0,4801,9.399999619,26,6.199999809,17.89999962,17.037,729,707,37.68849945,0
85,EASTHAM,Eastham,5384,11990.69043,0,0,6349,7.599999905,13.69999981,19.79999924,14.89999962,16.004,718,,,0
86,EASTHAMPTON,Easthampton,4105,7404.75,0,0,4803,9.199999809,17,25.29999924,15.80000019,15.193,695,680,32.86000061,1.35135138
88,EASTON,Easton,3858,7472.029785,0,0,4515,8.300000191,16.79999924,3.5,19.39999962,19.016,720,710,36.68650055,0
89,EDGARTOWN,Edgartown,6672,11831.69043,0,0,7722,4.699999809,17.89999962,14.5,14.5,22.242,710,700,,0
92,ESSEX,Essex,4071,9990.169922,0,0,4718,5.5,13.39999962,9.300000191,16.79999924,19.211,700,709,35.14649963,0
93,EVERETT,Everett,4009,7594.459961,7568,8321,4664,9.899999619,16.60000038,40.29999924,17.79999924,14.22,707,679,36.97249985,1.12994349
94,FAIRHAVEN,Fairhaven,4166,11254.67969,0,0,4982,8.600000381,14.19999981,24.5,16.60000038,13.114,703,683,32.60599899,0
95,FALL RIVER,Fall River,4638,10179.45996,6327,9096,5769,9.5,15.39999962,51.40000153,16.70000076,10.966,682,656,31.58049965,3.680336475
96,FALMOUTH,Falmouth,4682,6855.02002,0,0,5133,12,12.5,18.29999924,18.5,17.131,710,692,38.09149933,0.246305421
97,FITCHBURG,Fitchburg,4189,8295.179688,5500,0,5147,12.89999962,15.69999981,50.09999847,19.20000076,12.14,677,662,33.90950012,9.919028282
99,FOXBOROUGH,Foxborough,4756,6969.040039,0,0,5354,6.800000191,17.70000076,7.199999809,17.29999924,18.329,721,702,40.03950119,0.421940923
100,FRAMINGHAM,Framingham,5937,8570.780273,6101,702,6549,10,16.39999962,24.89999962,14.89999962,20.407,709,686,40.25,8.589951515
101,FRANKLIN,Franklin,3693,7066.299805,0,1054,4127,5.199999809,13.60000038,3.700000048,14,18.228,729,704,38.31299973,0
102,FREETOWN,Freetown,3555,8778.799805,0,0,4427,8.600000381,22.20000076,12.39999962,22,15.603,711,,34.07149887,0
103,GARDNER,Gardner,3867,6279.47998,0,0,4382,7.800000191,16.70000076,24.29999924,19.79999924,13.207,688,675,32.4620018,0
105,GEORGETOWN,Georgetown,4062,8559.980469,0,0,4735,5,11.10000038,6.400000095,17,17.571,716,720,33.08150101,0
107,GLOUCESTER,Gloucester,4557,8395.429688,0,4905,5608,6.5,17.39999962,20.89999962,17.29999924,16.044,703,690,34.73049927,0
110,GRAFTON,Grafton,4623,7439.720215,0,0,5086,9.699999809,14.10000038,5.699999809,15.10000038,17.313,715,705,35.77550125,0
111,GRANBY,Granby,3913,8234.799805,0,0,4687,11.39999962,14.69999981,10,17.39999962,16.748,700,698,32.1855011,0
112,GRANVILLE,Granville,3400,6819.930176,0,0,4310,6.800000191,17.89999962,12.30000019,15.19999981,15.945,707,711,30.29000092,0
114,GREENFIELD,Greenfield,3679,7753.290039,0,0,4689,4.699999809,20,31.39999962,15.69999981,13.693,693,678,,0
117,HADLEY,Hadley,4221,10178.08984,0,0,4996,15.10000038,12,7.5,16.5,16.224,727,718,31.84350014,0
118,HALIFAX,Halifax,3326,6562.040039,0,0,3940,9.600000381,18.20000076,14.30000019,19.20000076,15.233,705,,36.33549881,0
122,HANOVER,Hanover,4204,8005.830078,0,0,4671,6.099999905,14,2.900000095,16.70000076,17.789,715,712,42.6155014,0
125,HARVARD,Harvard,5196,11860.82031,0,0,6006,7.5,11,1.299999952,16.70000076,17.937,739,740,27.06100082,0
126,HARWICH,Harwich,5345,9096,0,0,6196,7.599999905,16.89999962,13.69999981,15.60000038,15.02,704,693,37.61999893,0
127,HATFIELD,Hatfield,4961,9329.290039,0,0,5672,5.699999809,14.5,5.300000191,14.19999981,17.713,715,701,31.85050011,0
131,HINGHAM,Hingham,5004,9307.55957,0,0,5772,10.5,13.80000019,3.099999905,16.89999962,25.726,719,723,41.98749924,0
133,HOLBROOK,Holbrook,4297,9907.110352,0,0,5126,10.69999981,18,20.79999924,21.29999924,15.469,706,669,33.37450027,0
135,HOLLAND,Holland,2905,6572.240234,0,0,3465,13.39999962,13.80000019,18.29999924,22,14.471,706,,30.85950089,0
136,HOLLISTON,Holliston,4263,7084.169922,0,0,5062,9.600000381,21.20000076,1.799999952,17.79999924,21.225,711,704,,0
137,HOLYOKE,Holyoke,6049,8155.180176,5322,5457,6595,8,17.70000076,69.69999695,16.39999962,11.088,658,641,33.80749893,24.493927
138,HOPEDALE,Hopedale,4442,8700.429688,0,0,5229,7.599999905,17.79999924,4.400000095,17.89999962,16.677,713,699,37.22249985,0
139,HOPKINTON,Hopkinton,4328,7801.430176,0,0,4880,,15.10000038,1.299999952,17.39999962,22.497,716,720,37.65599823,0
141,HUDSON,Hudson,5107,8056.189941,8778,0,6006,8.399999619,21.20000076,11.19999981,17.39999962,18.327,708,690,39.16199875,0.884955764
142,HULL,Hull,4821,7657.529785,0,4532,5205,6.400000095,17.39999962,28.79999924,16.29999924,16.907,707,689,34.48749924,0
144,IPSWICH,Ipswich,4611,7163.890137,0,0,5331,4.199999809,13.19999981,7.900000095,16.70000076,20.175,713,717,35.23300171,0
145,KINGSTON,Kingston,3748,7406.25,0,0,4344,7.5,15,7.5,19.60000038,16.647,709,,37.77399826,0
146,LAKEVILLE,Lakeville,2956,7881.799805,0,0,3593,10.10000038,15.10000038,6.800000191,23.5,16.189,699,,34.07149887,0
148,LANESBOROUGH,Lanesborough,4578,8812.700195,0,0,5449,7.400000095,20.29999924,14.5,19.10000038,16.688,707,,37.87549973,0
149,LAWRENCE,Lawrence,4617,10366.20996,4276,8264,5520,4.099999905,10.69999981,73,21.39999962,9.686,666,646,35.61949921,14.83457851
150,LEE,Lee,4754,7458.700195,0,8423,5430,7.800000191,19.70000076,21.29999924,13.30000019,15.289,715,694,33.48949814,0
151,LEICESTER,Leicester,4138,7273.540039,0,0,4567,9.100000381,15.80000019,15.69999981,18.39999962,15.806,708,691,33.4090004,0
152,LENOX,Lenox,6881,10203.66016,0,0,7812,4.300000191,18.10000038,8.600000381,14.5,16.822,727,711,37.1590004,1.538461566
153,LEOMINSTER,Leominster,3908,5475.129883,2968,4834,4321,,19.10000038,27.39999962,20.79999924,15.96,697,685,33.89099884,0.594059408
154,LEVERETT,Leverett,4078,7318.180176,0,0,4781,,13.10000038,8.600000381,14,19.254,692,,31.20750046,0
155,LEXINGTON,Lexington,5770,10761.54004,3478,0,6753,5.400000095,17.89999962,4.800000191,15.39999962,30.718,740,732,44.11500168,0.649350643
157,LINCOLN,Lincoln,7763,12796.71973,0,0,8679,2.299999952,14.19999981,2.799999952,11.89999962,35.169,720,716,,0
158,LITTLETON,Littleton,5152,10494.7998,0,0,5812,8.600000381,11.30000019,5.199999809,16,19.56,730,707,37.29700089,0
159,LONGMEADOW,Longmeadow,4961,8982.889648,0,0,5781,7.800000191,18,3,15.19999981,29.244,713,726,37.68399811,0.888888896
160,LOWELL,Lowell,4283,10008.00977,6142,7095,5456,5.099999905,13.30000019,56.70000076,21.5,12.701,676,653,35.16699982,16.19771957
161,LUDLOW,Ludlow,3928,7417.580078,8560,0,4552,11.10000038,19.5,14.69999981,18,14.273,701,695,35.02949905,0
162,LUNENBURG,Lunenburg,3747,8289.900391,0,0,4265,7.599999905,11.39999962,3.799999952,19.10000038,19.166,703,710,38.98749924,0
163,LYNN,Lynn,4079,8666.339844,4984,7095,5289,10.19999981,16.29999924,45.90000153,20.5,13.026,672,657,34.13949966,6.311992645
164,LYNNFIELD,Lynnfield,5242,8963.660156,0,0,5984,6.800000191,12.30000019,3.099999905,16.29999924,26.193,737,715,39.32600021,0
165,MALDEN,Malden,4016,8711.639648,3653,10236,4906,12.10000038,17.60000038,29.39999962,18.39999962,15.82,694,674,,3.562945366
166,MANCHESTER,Manchester,6337,9699.740234,0,0,7075,5.800000191,11.10000038,5.5,14.5,29.417,722,720,39.0965004,0
167,MANSFIELD,Mansfield,3862,7731.680176,0,0,4562,12.60000038,16.79999924,7.800000191,17.5,18.204,714,696,35.94200134,0.591715991
168,MARBLEHEAD,Marblehead,5273,9728.830078,0,0,5987,6.800000191,15.60000038,6.800000191,16,30.615,717,711,33.79399872,0.423728824
169,MARION,Marion,4640,11351.62988,0,0,5391,5.199999809,12.10000038,8.399999619,16.39999962,21.876,713,,36.75450134,0
170,MARLBOROUGH,Marlborough,5014,7397.609863,3778,0,5638,11.39999962,21.60000038,15.30000019,17.89999962,18.471,705,681,38.03900146,3.40314126
171,MARSHFIELD,Marshfield,4100,8701.370117,0,3239,4699,11.69999981,13,7.5,16.79999924,19.373,726,702,28.85950089,0.28169015
172,MASHPEE,Mashpee,3679,7065.790039,0,0,4505,3.5,15.39999962,27,18.20000076,14.526,696,689,37.86899948,0
173,MATTAPOISETT,Mattapoisett,4511,9404.860352,0,0,5257,4.699999809,12.69999981,12.60000038,16.60000038,19.955,698,,35.41500092,0
175,MEDFIELD,Medfield,4643,7596.02002,0,0,5110,9.800000191,11.89999962,1.700000048,16.60000038,26.103,738,727,39.08100128,0
176,MEDFORD,Medford,4716,11320.28027,11899,11603,6305,9.899999619,16.70000076,19.70000076,16.29999924,16.941,693,688,39.88000107,2.288329601
177,MEDWAY,Medway,4472,5655.290039,0,0,4867,5.300000191,17.79999924,4.699999809,17.39999962,18.982,713,732,37.24700165,0
178,MELROSE,Melrose,4606,7745.910156,0,0,5421,10.39999962,16.60000038,7.5,17.29999924,20.202,714,695,36.30350113,0.327868849
181,METHUEN,Methuen,3913,9018.139648,4143,5664,4592,6.699999809,13.89999962,17.60000038,21.5,15.598,708,690,33.59949875,1.578947425
182,MIDDLEBOROUGH,Middleborough,4150,7494.950195,0,4846,4711,4.300000191,15.69999981,15.89999962,21.60000038,14.165,697,697,32.98849869,0
184,MIDDLETON,Middleton,3580,6348.549805,0,0,4080,8.199999809,18.29999924,5.5,19.20000076,19.933,719,,,0
185,MILFORD,Milford,4512,7847.310059,8534,0,5323,8.399999619,18,17.5,13.10000038,15.98,703,696,38.54499817,1.253918529
186,MILLBURY,Millbury,4859,7317.589844,0,0,5426,11.30000019,14.89999962,12.60000038,19.60000038,15.474,702,690,,0
187,MILLIS,Millis,4464,8098.339844,0,0,5252,3.900000095,17.20000076,5.5,19,20.241,698,704,,0
189,MILTON,Milton,4436,7944.209961,0,0,4952,,19.20000076,5.800000191,18.79999924,22.444,719,704,35.30799866,0.819672108
191,MONSON,Monson,4034,6787.310059,0,0,4661,3.700000048,20.29999924,14.80000019,18.29999924,14.454,724,681,31.35650063,0
196,NAHANT,Nahant,4398,7581.819824,0,0,5126,3.900000095,34.29999924,6.400000095,15.19999981,22.724,709,,33.01549911,0
198,NATICK,Natick,5558,10528.36035,0,0,6664,7.099999905,15.30000019,8.5,17,22.176,721,712,39.11299896,0
199,NEEDHAM,Needham,5372,9866.919922,0,0,6267,7.900000095,14.89999962,4.5,17,27.935,729,722,41.22650146,0.299401194
201,NEW BEDFORD,New Bedford,4240,9415.610352,8879,0,5564,10.19999981,15.10000038,58.20000076,20.89999962,10.923,680,661,34.5,3.070539474
204,NEWBURYPORT,Newburyport,5254,9896.889648,0,0,5932,12,12.19999981,5.900000095,15.30000019,19.008,719,707,37.44549942,0.429184556
207,NEWTON,Newton,5613,11262.71973,25852,5485,6790,5.599999905,15.19999981,5.699999809,17,28.84,737,732,43.03850174,1.092896223
208,NORFOLK,Norfolk,3795,7269.299805,0,0,4336,4.699999809,14.19999981,3.700000048,20.60000038,19.044,725,,,0
209,NORTH ADAMS,North Adams,4539,8213.929688,0,0,5386,10,18.89999962,37.70000076,13.39999962,10.963,685,668,24.96500015,0
211,NORTH ANDOVER,North Andover,4247,9357.830078,0,0,4943,4,13.30000019,5.300000191,19.89999962,22.957,711,708,35.88399887,0.536193013
212,NORTH ATTLEBOROUGH,North Attleborough,3287,7597.870117,0,0,3906,10.5,14.89999962,9.600000381,18.89999962,17.535,716,700,33.01750183,0.251889169
215,NORTH BROOKFIELD,North Brookfield,4440,6281.02002,0,0,4681,5.099999905,10.80000019,21.79999924,14.5,13.71,715,685,33.11299896,0
217,NORTH READING,North Reading,4344,9243.080078,0,0,4993,9.300000191,12.89999962,3.799999952,18.10000038,19.1,736,732,36.23450089,0.930232584
210,NORTHAMPTON,Northampton,4764,8964.669922,9153,0,5698,6.400000095,18.29999924,23.20000076,15,14.623,701,703,34.63000107,1.724137902
213,NORTHBOROUGH,Northborough,3969,6249.009766,0,0,4478,10.19999981,14.69999981,3,19.79999924,22.795,729,723,37.7234993,0.456620991
214,NORTHBRIDGE,Northbridge,3839,6122.120117,0,0,4450,8.600000381,16.5,21.20000076,19.10000038,14.159,711,682,33.15250015,0
218,NORTON,Norton,3703,8041.790039,0,0,4328,8.100000381,17,9.699999809,19.70000076,16.023,701,699,33.92950058,0
219,NORWELL,Norwell,5764,8912.719727,0,0,6286,8.699999809,12.5,1.299999952,16.79999924,24.028,727,723,43.51050186,0
220,NORWOOD,Norwood,5387,8499.070313,0,0,6060,9,16.89999962,12.10000038,17.20000076,18.193,720,712,35.92200089,0.660066009
221,OAK BLUFFS,Oak Bluffs,6152,53569.23828,0,0,6858,3.799999952,18,15.5,13.89999962,16.695,722,709,,0
223,ORANGE,Orange,3407,6173.850098,0,0,4329,4.5,23.20000076,49.59999847,15.60000038,11.106,696,,31.41150093,0
244,RANDOLPH,Randolph,3850,8256.219727,13376,0,4873,11.39999962,15.5,23.79999924,19.5,17.163,694,683,34.82699966,4.022988319
246,READING,Reading,4413,6574.779785,27508,0,5048,6.900000095,13.10000038,3.299999952,17,21.074,720,727,39.03649902,0
248,REVERE,Revere,4205,7056.310059,6541,15088,4990,5.900000095,12.30000019,44.59999847,19.79999924,14.723,688,669,38.32249832,1.74757278
250,ROCHESTER,Rochester,4106,9264.110352,0,0,4659,7.800000191,13.39999962,7.300000191,17.79999924,15.807,707,,34.74150085,0
251,ROCKLAND,Rockland,4500,8623.049805,0,0,4997,8.399999619,12.19999981,19.79999924,21,15.06,705,685,35.4280014,0
252,ROCKPORT,Rockport,4221,7021.330078,0,0,5073,8.899999619,22.10000038,11.39999962,16.39999962,19.882,713,714,33.33200073,1.162790656
258,SALEM,Salem,5304,9061.820313,4417,5754,5892,4.800000191,19.70000076,38.59999847,18.10000038,16.155,689,666,33.95399857,12.24489784
261,SANDWICH,Sandwich,4267,10034.78027,0,0,5096,11.89999962,11.80000019,4.400000095,19.10000038,17.412,715,721,36.26850128,0
262,SAUGUS,Saugus,5048,10458.80957,0,0,5703,5.400000095,11.60000038,11.5,15.69999981,17.781,707,695,33.48450089,0
264,SCITUATE,Scituate,4564,7156.660156,13303,0,5130,10,13.19999981,5.699999809,17.79999924,22.156,723,714,38.52500153,1.532567024
265,SEEKONK,Seekonk,4234,8530.589844,0,0,5108,7.5,12.69999981,7.400000095,18.10000038,17.345,698,696,34.48249817,0
266,SHARON,Sharon,4442,9738.480469,0,0,5156,7.900000095,14.39999962,3.5,15.19999981,24.141,729,722,,0.377358496
269,SHERBORN,Sherborn,4825,10610.07031,0,0,5648,8.399999619,8.100000381,2.099999905,18.79999924,41.614,734,,41.14400101,0
270,SHIRLEY,Shirley,3647,6734.870117,0,0,4772,13.60000038,25,16.5,16.5,15.581,700,699,33.42200089,0
271,SHREWSBURY,Shrewsbury,4562,6946.220215,0,717,5017,5.400000095,15.5,6.300000191,13.89999962,20.508,728,711,37.90000153,0.564971745
272,SHUTESBURY,Shutesbury,3614,6955.939941,0,0,4445,10.69999981,18.20000076,11.19999981,16.79999924,15.936,702,,31.81450081,0
274,SOMERVILLE,Somerville,4932,9531.740234,5952,6711,6281,11.30000019,19.70000076,70.30000305,19.29999924,15.179,690,673,33.68399811,5.74162674
278,SOUTH HADLEY,South Hadley,3935,9366.549805,0,0,4906,9.600000381,22.39999962,12.5,16.39999962,16.342,691,694,35.6155014,0
275,SOUTHAMPTON,Southampton,3333,7292.560059,0,0,3922,9.199999809,13.80000019,10.5,19.29999924,17.125,700,,34.66049957,1.234567881
276,SOUTHBOROUGH,Southborough,4810,7615.040039,0,0,5343,10.10000038,15.5,0.5,16.60000038,25.841,723,728,38.09949875,0.724637687
277,SOUTHBRIDGE,Southbridge,4389,7490.529785,3991,0,4899,4.699999809,22.79999924,40.79999924,15.10000038,12.924,693,675,33.30699921,1.382488489
281,SPRINGFIELD,Springfield,4859,10499.21973,5415,3807,5879,9.699999809,17.60000038,76.19999695,16.89999962,11.584,677,649,36.1969986,6.87303257
284,STONEHAM,Stoneham,4609,8909.290039,0,0,5467,9.300000191,13.30000019,9.899999619,20,18.22,707,715,35.92350006,0.836820066
285,STOUGHTON,Stoughton,4598,7352.450195,5408,5490,5148,8,17.10000038,13,16.89999962,17.313,715,687,32.36000061,0.280112058
287,STURBRIDGE,Sturbridge,4566,9302.280273,0,0,5275,10.39999962,11.69999981,8.300000191,15.19999981,16.642,718,,36.7254982,0
288,SUDBURY,Sudbury,4623,11016.04004,0,0,5733,8.399999619,13.30000019,3.700000048,19.10000038,33.441,729,730,41.07350159,0
289,SUNDERLAND,Sunderland,3845,8876.620117,0,0,4775,5,14.10000038,20.70000076,16.5,12.357,716,,32.40299988,11.11111069
290,SUTTON,Sutton,3704,7413.52002,0,0,4290,6.400000095,16,6.5,19.5,16.937,719,689,35.57899857,0
291,SWAMPSCOTT,Swampscott,4899,8392.94043,0,0,5531,11.5,15.19999981,4.5,15.69999981,25.576,714,715,38.20500183,0
292,SWANSEA,Swansea,4579,6725.810059,0,0,5154,7.400000095,15,13.80000019,16.70000076,15.1,692,699,32.32450104,0
293,TAUNTON,Taunton,4494,7717.299805,6497,8100,5326,6.199999809,19.89999962,29.79999924,20.79999924,13.613,693,666,39.37599945,1.716068625
295,TEWKSBURY,Tewksbury,4506,8079.149902,0,4758,5018,12.10000038,12.69999981,6.5,19.29999924,18.224,713,696,,0.842696607
296,TISBURY,Tisbury,6370,10695.28027,0,0,7046,,13.19999981,17.89999962,14.10000038,17.107,731,699,37.59500122,0
298,TOPSFIELD,Topsfield,4013,8812.519531,0,0,4719,4.800000191,9.600000381,1.700000048,18,27.375,717,,,0
300,TRURO,Truro,5556,12246.2998,0,0,6738,4.699999809,11.80000019,27.39999962,14.19999981,15.391,711,,35.7859993,0
301,TYNGSBOROUGH,Tyngsborough,3903,5399.379883,0,0,4499,6,15.19999981,6.300000191,20,16.633,715,711,35.54949951,0
304,UXBRIDGE,Uxbridge,3802,6659.040039,0,0,4402,8.5,14.5,11.19999981,19.89999962,16.531,709,692,37.6344986,0
305,WAKEFIELD,Wakefield,5006,9156.780273,0,5068,5860,7.199999809,15.89999962,7.5,16.89999962,19.009,714,697,36.60599899,0
306,WALES,Wales,3149,8069.700195,0,0,4039,18.39999962,12.60000038,24.39999962,18.39999962,13.337,717,,31.17499924,0
307,WALPOLE,Walpole,4255,8736.790039,0,0,4875,7.099999905,15,3.5,18.10000038,20.128,723,708,36.6004982,0
308,WALTHAM,Waltham,6277,10392.55957,8500,11286,7589,,16.89999962,28.29999924,14.60000038,16.777,701,683,33.88150024,2.949061632
309,WARE,Ware,4465,7382.5,0,0,5223,13.80000019,19.10000038,37.70000076,17,13.082,680,678,34.61899948,0
310,WAREHAM,Wareham,4100,7800.52002,0,1178,4772,6,13.80000019,34.20000076,17.89999962,13.428,694,671,37.2215004,0
314,WATERTOWN,Watertown,5896,9911.330078,33968,0,7078,6.300000191,25.5,18.39999962,15.89999962,20.382,696,694,39.10449982,2.673796892
315,WAYLAND,Wayland,5859,10003.74023,0,0,6691,7.800000191,14.5,4,18.20000076,34.646,722,727,,0
316,WEBSTER,Webster,4529,8024.850098,0,2246,5401,9.800000191,24.10000038,29.79999924,15.10000038,14.624,690,674,33.93299866,1.257861614
317,WELLESLEY,Wellesley,5978,10426.82031,0,0,7176,6.599999905,16.39999962,4.099999905,15.30000019,32.253,734,747,42.37099838,0
